embedding,clustering,k,alpha,mean,std
glove_pretrained,spectral,7,0.5,0.10614166666666666,0.057022169628414304
glove_pretrained,spectral,7,0.75,0.16774333333333333,0.08846453567859344
glove_pretrained,spectral,8,0.25,0.06848666666666667,0.023674896563084014
glove_pretrained,spectral,8,0.5,0.10854666666666667,0.04598372043946146
glove_pretrained,spectral,8,0.75,0.15402666666666665,0.06999574792280405
glove_pretrained,spectral,9,0.25,0.05915,0.02012020819419565
glove_pretrained,spectral,9,0.5,0.10232000000000001,0.027170277878593732
glove_pretrained,spectral,9,0.75,0.16106,0.036186774748057704
glove_pretrained,spectral,10,0.25,0.0467,
glove_pretrained,spectral,10,0.5,0.0813,
glove_pretrained,spectral,10,0.75,0.1536,
gte,dbscan,2,0.25,0.4375928571428571,0.06604474548814167
gte,dbscan,2,0.5,0.4375928571428571,0.06604474548814167
gte,dbscan,2,0.75,0.4375928571428571,0.06604474548814167
gte,dbscan,3,0.25,0.35531333333333337,0.06334162282273936
gte,dbscan,3,0.5,0.3549133333333333,0.0631727883017536
gte,dbscan,3,0.75,0.35478,0.06312279015033818
gte,dbscan,4,0.25,0.2905627906976744,0.04780327754879922
gte,dbscan,4,0.5,0.29037674418604653,0.04760291526291474
gte,dbscan,4,0.75,0.2902813953488372,0.047600411441868995
gte,dbscan,5,0.25,0.23789500000000002,0.044615525353447386
gte,dbscan,5,0.5,0.24149500000000002,0.0397677549445947
gte,dbscan,5,0.75,0.24149500000000002,0.0397677549445947
gte,dbscan,6,0.25,0.2003448275862069,0.04638530912477928
gte,dbscan,6,0.5,0.21027241379310346,0.03873132733174018
gte,dbscan,6,0.75,0.22061724137931035,0.0301356007798379
gte,dbscan,7,0.25,0.22678064516129032,0.030884315537770282
gte,dbscan,7,0.5,0.23543870967741937,0.022716934614502235
gte,dbscan,7,0.75,0.24096774193548387,0.020994211695874246
gte,dbscan,8,0.25,0.21101333333333333,0.03498370777267341
gte,dbscan,8,0.5,0.22214666666666666,0.02528550874277503
gte,dbscan,8,0.75,0.23214666666666664,0.019359378187574203
gte,hac,2,0.25,0.5414155555555555,0.21247266664375222
gte,hac,2,0.5,0.5545822222222222,0.20528563281536305
gte,hac,2,0.75,0.5545822222222222,0.20528563281536305
gte,hac,3,0.25,0.3566575,0.16212049397015188
gte,hac,3,0.5,0.37124,0.15235996706164393
gte,hac,3,0.75,0.3804983333333333,0.16002900996635683
gte,hac,4,0.25,0.2852847619047619,0.1330707120588064
gte,hac,4,0.5,0.30016238095238096,0.13509724785160904
gte,hac,4,0.75,0.3080833333333334,0.13602653751197236
gte,hac,5,0.25,0.2589686507936508,0.10452654178539836
gte,hac,5,0.5,0.2783337301587302,0.10629780580566185
gte,hac,5,0.75,0.28569325396825396,0.10639571289875385
gte,hac,6,0.25,0.22917285714285715,0.0774404427828286
gte,hac,6,0.5,0.2503409523809524,0.08118783489522184
gte,hac,6,0.75,0.2577257142857143,0.08331955493840139
gte,hac,7,0.25,0.20570416666666666,0.05704031950927244
gte,hac,7,0.5,0.23095083333333336,0.06645089422902853
gte,hac,7,0.75,0.23413,0.06578727700039007
gte,hac,8,0.25,0.17674666666666666,0.05161121971044669
gte,hac,8,0.5,0.1960177777777778,0.054377703857074335
gte,hac,8,0.75,0.19762888888888888,0.05298872788460092
gte,hac,9,0.25,0.17081,0.049381113123676476
gte,hac,9,0.5,0.17529,0.05096581534061172
gte,hac,9,0.75,0.17487999999999998,0.05096161518458988
gte,hac,10,0.25,0.1266,
gte,hac,10,0.5,0.1266,
gte,hac,10,0.75,0.1266,
gte,hdbscan,2,0.25,0.44833199999999995,0.1389404780232648
gte,hdbscan,2,0.5,0.447144,0.13742620771405528
gte,hdbscan,2,0.75,0.447144,0.13742620771405528
gte,hdbscan,3,0.25,0.29800000000000004,0.09771102803675745
gte,hdbscan,3,0.5,0.32023999999999997,0.11442732628179338
gte,hdbscan,3,0.75,0.32023999999999997,0.11442732628179338
gte,hdbscan,4,0.25,0.24065365853658535,0.0275637361179592
gte,hdbscan,4,0.5,0.24555365853658537,0.02930760223526461
gte,hdbscan,4,0.75,0.2411439024390244,0.028759216338249623
gte,hdbscan,5,0.25,0.20284074074074074,0.02565481300262058
gte,hdbscan,5,0.5,0.21342222222222224,0.025121127077442715
gte,hdbscan,5,0.75,0.20598148148148146,0.022440211795192695
gte,hdbscan,6,0.25,0.18263846153846153,0.020152123003258516
gte,hdbscan,6,0.5,0.20150384615384614,0.019443322365670555
gte,hdbscan,6,0.75,0.18408461538461537,0.020544073448227198
gte,hdbscan,7,0.25,0.15651333333333334,0.016685873694607087
gte,hdbscan,7,0.5,0.18686666666666665,0.018376408271269462
gte,hdbscan,7,0.75,0.1648,0.015492348341773647
gte,kmeans,2,0.25,0.546768888888889,0.20660591035088807
gte,kmeans,2,0.5,0.55456,0.20198961651980574
gte,kmeans,2,0.75,0.558271111111111,0.19986802648272936
gte,kmeans,3,0.25,0.3690758333333333,0.16195532582266298
gte,kmeans,3,0.5,0.388245,0.1545229910553957
gte,kmeans,3,0.75,0.3923825,0.15290342185139466
gte,kmeans,4,0.25,0.3079038095238095,0.11922373477117097
gte,kmeans,4,0.5,0.3208066666666667,0.11883997222485831
gte,kmeans,4,0.75,0.32599333333333336,0.11923872501775441
gte,kmeans,5,0.25,0.2657924603174603,0.08900161813459409
gte,kmeans,5,0.5,0.2821821428571428,0.08850717146631429
gte,kmeans,5,0.75,0.2902638888888889,0.09062248697191912
gte,kmeans,6,0.25,0.2457138095238095,0.08465247532541222
gte,kmeans,6,0.5,0.2577357142857143,0.08490263103499437
gte,kmeans,6,0.75,0.26205809523809526,0.08616793304559266
gte,kmeans,7,0.25,0.21689583333333334,0.059901353635514354
gte,kmeans,7,0.5,0.23051416666666666,0.060741928669242815
gte,kmeans,7,0.75,0.235565,0.06108266289121941
gte,kmeans,8,0.25,0.20774444444444443,0.053519782050257564
gte,kmeans,8,0.5,0.21774444444444446,0.05541005223683596
gte,kmeans,8,0.75,0.2246577777777778,0.05387004771117286
gte,kmeans,9,0.25,0.19848,0.030393230240374988
gte,kmeans,9,0.5,0.20423,0.031285532687738524
gte,kmeans,9,0.75,0.20439,0.032938577517690235
gte,kmeans,10,0.25,0.148,
gte,kmeans,10,0.5,0.1587,
gte,kmeans,10,0.75,0.1587,
gte,spectral,2,0.25,0.55562,0.2105894709446018
gte,spectral,2,0.5,0.5856866666666666,0.18877569012406814
gte,spectral,2,0.75,0.5840977777777777,0.19062462696105245
gte,spectral,3,0.25,0.41421916666666664,0.15333228008787572
gte,spectral,3,0.5,0.42605916666666666,0.1487509725952715
gte,spectral,3,0.75,0.4285591666666667,0.14898646179307384
gte,spectral,4,0.25,0.32851523809523814,0.12886063558376967
gte,spectral,4,0.5,0.3490257142857143,0.12549395077098088
gte,spectral,4,0.75,0.35586571428571434,0.12813753923970136
gte,spectral,5,0.25,0.27438452380952383,0.11592987009159293
gte,spectral,5,0.5,0.28390119047619045,0.12470604718997563
gte,spectral,5,0.75,0.2932242063492063,0.12208717939193114
gte,spectral,6,0.25,0.24938380952380954,0.09345832182546636
gte,spectral,6,0.5,0.25433142857142854,0.10246241492192941
gte,spectral,6,0.75,0.25921285714285713,0.10243823288397241
gte,spectral,7,0.25,0.23343,0.07510392978338461
gte,spectral,7,0.5,0.24054833333333334,0.07868245614342441
gte,spectral,7,0.75,0.23936833333333332,0.07916600894316198
gte,spectral,8,0.25,0.20694,0.056255061994455194
gte,spectral,8,0.5,0.20981333333333332,0.05526421906705017
gte,spectral,8,0.75,0.21454666666666666,0.05321019468280318
gte,spectral,9,0.25,0.18126,0.029732406562537107
gte,spectral,9,0.5,0.19321000000000002,0.03496841273047562
gte,spectral,9,0.75,0.19447,0.025793239855090373
gte,spectral,10,0.25,0.1428,
gte,spectral,10,0.5,0.1574,
gte,spectral,10,0.75,0.1441,
instructor,dbscan,2,0.25,0.5571777777777778,0.24864497671267047
instructor,dbscan,2,0.5,0.5663444444444444,0.24278984282250723
instructor,dbscan,2,0.75,0.5663444444444444,0.24278984282250723
instructor,dbscan,3,0.25,0.17683333333333331,0.0031754264805429486
instructor,dbscan,3,0.5,0.22136666666666663,0.07559631825250045
instructor,dbscan,3,0.75,0.17683333333333331,0.0031754264805429486
instructor,dbscan,7,0.25,0.056751190476190476,0.034514545542240274
instructor,dbscan,7,0.5,0.05675714285714285,0.03451005889928845
instructor,dbscan,7,0.75,0.056767857142857134,0.03450226170590443
instructor,hac,2,0.25,0.5357888888888889,0.1885357251198421
instructor,hac,2,0.5,0.5518177777777779,0.17942089202472913
instructor,hac,2,0.75,0.5518177777777779,0.17942089202472913
instructor,hac,3,0.25,0.3729791666666667,0.14569174947417562
instructor,hac,3,0.5,0.38747583333333335,0.1428729523160399
instructor,hac,3,0.75,0.39484,0.14089099451751505
instructor,hac,4,0.25,0.2875838095238095,0.11583248143656864
instructor,hac,4,0.5,0.3002409523809524,0.11460561556357464
instructor,hac,4,0.75,0.31389333333333336,0.11470226594013838
instructor,hac,5,0.25,0.24188452380952383,0.08505982918164014
instructor,hac,5,0.5,0.26663531746031743,0.0892421058071962
instructor,hac,5,0.75,0.2760444444444444,0.08995354848669118
instructor,hac,6,0.25,0.21513857142857143,0.06701555477410806
instructor,hac,6,0.5,0.23946333333333333,0.06869918017892773
instructor,hac,6,0.75,0.24486952380952381,0.0690245828531377
instructor,hac,7,0.25,0.1817825,0.05476892583751263
instructor,hac,7,0.5,0.21302333333333331,0.054242832053015555
instructor,hac,7,0.75,0.2173275,0.05743025724719497
instructor,hac,8,0.25,0.1592977777777778,0.04971167545725729
instructor,hac,8,0.5,0.18635333333333332,0.05399179483116773
instructor,hac,8,0.75,0.19463555555555553,0.05578840363191959
instructor,hac,9,0.25,0.14771,0.032036141049341965
instructor,hac,9,0.5,0.19136,0.037415629532767905
instructor,hac,9,0.75,0.19556,0.038034113342863385
instructor,hac,10,0.25,0.1587,
instructor,hac,10,0.5,0.2125,
instructor,hac,10,0.75,0.2125,
instructor,hdbscan,2,0.25,0.4620076923076923,0.10084606059961654
instructor,hdbscan,2,0.5,0.4624576923076923,0.10101631223946721
instructor,hdbscan,2,0.75,0.46378846153846154,0.1006275164233842
instructor,hdbscan,3,0.25,0.35830625,0.08537643377155306
instructor,hdbscan,3,0.5,0.35830625,0.08537643377155306
instructor,hdbscan,3,0.75,0.367078125,0.07034205704924582
instructor,hdbscan,4,0.25,0.3124636363636364,0.03793049624582501
instructor,hdbscan,4,0.5,0.3155454545454546,0.035697012862041105
instructor,hdbscan,4,0.75,0.3155454545454546,0.035697012862041105
instructor,hdbscan,6,0.25,0.147175,0.03394860611487395
instructor,hdbscan,6,0.5,0.148875,0.03545748963799568
instructor,hdbscan,6,0.75,0.1519625,0.039403550873348604
instructor,hdbscan,7,0.25,0.11035,0.01520279579551077
instructor,hdbscan,7,0.5,0.11044999999999999,0.015061374439273467
instructor,hdbscan,7,0.75,0.11055000000000001,0.014919953083036144
instructor,hdbscan,8,0.25,0.0877,
instructor,hdbscan,8,0.5,0.0859,
instructor,hdbscan,8,0.75,0.0859,
instructor,hdbscan,9,0.25,0.1003,
instructor,hdbscan,9,0.5,0.1003,
instructor,hdbscan,9,0.75,0.1003,
instructor,kmeans,2,0.25,0.5245533333333333,0.20221981694096247
instructor,kmeans,2,0.5,0.5427711111111111,0.19231465530859745
instructor,kmeans,2,0.75,0.5565755555555556,0.18222247535705502
instructor,kmeans,3,0.25,0.3705891666666667,0.1389413138889296
instructor,kmeans,3,0.5,0.3817083333333333,0.1407290570315782
instructor,kmeans,3,0.75,0.3920525,0.14392931502925288
instructor,kmeans,4,0.25,0.3083004761904762,0.11077586902239539
instructor,kmeans,4,0.5,0.3224490476190476,0.11258912567021885
instructor,kmeans,4,0.75,0.3234295238095238,0.11634820895503677
instructor,kmeans,5,0.25,0.26513888888888887,0.09348722218947753
instructor,kmeans,5,0.5,0.2791361111111111,0.09257666880552062
instructor,kmeans,5,0.75,0.2848988095238095,0.09270121153518467
instructor,kmeans,6,0.25,0.22879476190476192,0.07471057662414618
instructor,kmeans,6,0.5,0.24834333333333333,0.07392839208517824
instructor,kmeans,6,0.75,0.25530619047619046,0.07301754400025774
instructor,kmeans,7,0.25,0.20958583333333333,0.06473027852004744
instructor,kmeans,7,0.5,0.225135,0.06543906608248547
instructor,kmeans,7,0.75,0.23399166666666668,0.06488827189201184
instructor,kmeans,8,0.25,0.18422444444444447,0.040424683928350885
instructor,kmeans,8,0.5,0.20460666666666666,0.05168600742595973
instructor,kmeans,8,0.75,0.21395555555555557,0.048366172229789034
instructor,kmeans,9,0.25,0.18078,0.06233357932215277
instructor,kmeans,9,0.5,0.19770000000000001,0.05759027695713922
instructor,kmeans,9,0.75,0.19356,0.05528946453791074
instructor,kmeans,10,0.25,0.1654,
instructor,kmeans,10,0.5,0.1697,
instructor,kmeans,10,0.75,0.1697,
instructor,spectral,2,0.25,0.5608244444444443,0.19759086190173553
instructor,spectral,2,0.5,0.5759488888888888,0.1857713019991641
instructor,spectral,2,0.75,0.5759488888888888,0.1857713019991641
instructor,spectral,3,0.25,0.3857175,0.1398836729575115
instructor,spectral,3,0.5,0.40264833333333333,0.13792943694886453
instructor,spectral,3,0.75,0.41903583333333333,0.13991870496577546
instructor,spectral,4,0.25,0.3176738095238095,0.11570747942129987
instructor,spectral,4,0.5,0.3253047619047619,0.11973113091119283
instructor,spectral,4,0.75,0.33039666666666667,0.11778725180341167
instructor,spectral,5,0.25,0.2572956349206349,0.08845729978499595
instructor,spectral,5,0.5,0.2692730158730159,0.09304288555190263
instructor,spectral,5,0.75,0.2756472222222222,0.09212032855180373
instructor,spectral,6,0.25,0.22488714285714287,0.07652744809786773
instructor,spectral,6,0.5,0.24215809523809526,0.07814921597864574
instructor,spectral,6,0.75,0.24265380952380955,0.07713771820030811
instructor,spectral,7,0.25,0.1933733333333333,0.06744075237742007
instructor,spectral,7,0.5,0.2173075,0.06329867597550602
instructor,spectral,7,0.75,0.21674416666666665,0.06409923477280667
instructor,spectral,8,0.25,0.1768488888888889,0.07217516137281522
instructor,spectral,8,0.5,0.19711333333333336,0.06069797285816809
instructor,spectral,8,0.75,0.19812222222222223,0.06250017050481795
instructor,spectral,9,0.25,0.15872999999999998,0.06629174659538445
instructor,spectral,9,0.5,0.17823,0.05544438755285436
instructor,spectral,9,0.75,0.18223,0.0534078032168001
instructor,spectral,10,0.25,0.1367,
instructor,spectral,10,0.5,0.1661,
instructor,spectral,10,0.75,0.1661,
minilm,dbscan,2,0.25,0.47905,0.1314729088794751
minilm,dbscan,2,0.5,0.49379285714285714,0.157239696809512
minilm,dbscan,2,0.75,0.49379285714285714,0.157239696809512
minilm,dbscan,3,0.25,0.38732363636363637,0.11071559487937979
minilm,dbscan,3,0.5,0.39310181818181816,0.11650528439916058
minilm,dbscan,3,0.75,0.39310181818181816,0.11650528439916058
minilm,dbscan,4,0.25,0.3165518072289157,0.12506173047587707
minilm,dbscan,4,0.5,0.3223228915662651,0.12398256203635195
minilm,dbscan,4,0.75,0.3219373493975904,0.12412402011092932
minilm,dbscan,5,0.25,0.24909278350515462,0.11485198377279507
minilm,dbscan,5,0.5,0.2615463917525773,0.12257754523655594
minilm,dbscan,5,0.75,0.26161237113402064,0.12264524999102426
minilm,dbscan,6,0.25,0.15131111111111112,0.09005524875476624
minilm,dbscan,6,0.5,0.15253111111111112,0.09221695471752327
minilm,dbscan,6,0.75,0.15253111111111112,0.09221695471752327
minilm,dbscan,7,0.25,0.1509448275862069,0.11753835722316018
minilm,dbscan,7,0.5,0.15244827586206897,0.11958175810683326
minilm,dbscan,7,0.75,0.15254137931034484,0.11963799419570864
minilm,dbscan,8,0.25,0.307375,0.048644792458528735
minilm,dbscan,8,0.5,0.307375,0.048644792458528735
minilm,dbscan,8,0.75,0.307975,0.04745309087228495
minilm,hac,2,0.25,0.5505755555555556,0.18407092031896485
minilm,hac,2,0.5,0.5589088888888889,0.17855995278161824
minilm,hac,2,0.75,0.5618622222222223,0.17512284556962873
minilm,hac,3,0.25,0.38745,0.13280944521944132
minilm,hac,3,0.5,0.3901308333333333,0.13252088898021488
minilm,hac,3,0.75,0.38943833333333333,0.13379112541905144
minilm,hac,4,0.25,0.33698904761904763,0.10799422022478544
minilm,hac,4,0.5,0.3412823809523809,0.10732750720535895
minilm,hac,4,0.75,0.3432119047619048,0.1073484002871091
minilm,hac,5,0.25,0.2912888888888889,0.09190452583025067
minilm,hac,5,0.5,0.29834603174603175,0.09145383365047913
minilm,hac,5,0.75,0.30163412698412695,0.08841778377724376
minilm,hac,6,0.25,0.26353809523809524,0.07742066089356658
minilm,hac,6,0.5,0.2675409523809524,0.08104565220118491
minilm,hac,6,0.75,0.27203047619047616,0.07936882364780434
minilm,hac,7,0.25,0.24212833333333333,0.05856202799809189
minilm,hac,7,0.5,0.24104416666666667,0.06710972677541718
minilm,hac,7,0.75,0.24647166666666667,0.06293877535015303
minilm,hac,8,0.25,0.23062222222222223,0.043011403820217946
minilm,hac,8,0.5,0.23006666666666667,0.04230626431156501
minilm,hac,8,0.75,0.23677777777777775,0.03978900538459022
minilm,hac,9,0.25,0.2303,0.031499171064930866
minilm,hac,9,0.5,0.23757,0.03552823759584293
minilm,hac,9,0.75,0.24027000000000004,0.03473170341665123
minilm,hac,10,0.25,0.2641,
minilm,hac,10,0.5,0.2641,
minilm,hac,10,0.75,0.2641,
minilm,hdbscan,2,0.25,0.4507125,0.12965250651511592
minilm,hdbscan,2,0.5,0.4507125,0.12965250651511592
minilm,hdbscan,2,0.75,0.4507125,0.12965250651511592
minilm,hdbscan,3,0.25,0.37670333333333333,0.04950710491213974
minilm,hdbscan,3,0.5,0.3754766666666667,0.05044380747568207
minilm,hdbscan,3,0.75,0.3772933333333333,0.04917093291445833
minilm,hdbscan,4,0.25,0.2991615384615385,0.05248753087577941
minilm,hdbscan,4,0.5,0.29996153846153845,0.05183755939569845
minilm,hdbscan,4,0.75,0.3082615384615384,0.04578397715470517
minilm,hdbscan,5,0.25,0.2525833333333333,0.04051165563667133
minilm,hdbscan,5,0.5,0.262025,0.03674544189419963
minilm,hdbscan,5,0.75,0.2624083333333333,0.03752340986476027
minilm,hdbscan,6,0.25,0.21424999999999997,0.015698503113354474
minilm,hdbscan,6,0.5,0.21424999999999997,0.015698503113354474
minilm,hdbscan,6,0.75,0.21424999999999997,0.015698503113354474
minilm,hdbscan,7,0.25,0.20585,0.01835317411239808
minilm,hdbscan,7,0.5,0.20585,0.01835317411239808
minilm,hdbscan,7,0.75,0.20726666666666668,0.0168022220752693
minilm,kmeans,2,0.25,0.5339577777777778,0.19795166477162698
minilm,kmeans,2,0.5,0.5452088888888889,0.1905441428481531
minilm,kmeans,2,0.75,0.5484333333333333,0.18716633098542443
minilm,kmeans,3,0.25,0.39690083333333337,0.1284529986276793
minilm,kmeans,3,0.5,0.4001825,0.12915891238764618
minilm,kmeans,3,0.75,0.4089858333333333,0.12612995185760692
minilm,kmeans,4,0.25,0.3319080952380952,0.10442387617309948
minilm,kmeans,4,0.5,0.3426619047619048,0.10813761025811228
minilm,kmeans,4,0.75,0.3502719047619048,0.10116953851169984
minilm,kmeans,5,0.25,0.2969642857142857,0.09132638545112491
minilm,kmeans,5,0.5,0.3015313492063492,0.09217266627224223
minilm,kmeans,5,0.75,0.3053845238095238,0.09181594636306513
minilm,kmeans,6,0.25,0.2616104761904762,0.07179502311629801
minilm,kmeans,6,0.5,0.26611714285714283,0.07614039972489357
minilm,kmeans,6,0.75,0.2698509523809524,0.07496678769603135
minilm,kmeans,7,0.25,0.24316416666666668,0.06979098181109694
minilm,kmeans,7,0.5,0.245225,0.07284575075707121
minilm,kmeans,7,0.75,0.2466575,0.07390969809631938
minilm,kmeans,8,0.25,0.22147555555555556,0.044294203168625056
minilm,kmeans,8,0.5,0.23014444444444446,0.05448020305810656
minilm,kmeans,8,0.75,0.22971333333333332,0.053232485809461716
minilm,kmeans,9,0.25,0.20346999999999998,0.050040562435776925
minilm,kmeans,9,0.5,0.20781,0.053097132167796456
minilm,kmeans,9,0.75,0.20997,0.05085987394575195
minilm,kmeans,10,0.25,0.2268,
minilm,kmeans,10,0.5,0.2268,
minilm,kmeans,10,0.75,0.225,
minilm,spectral,2,0.25,0.5654311111111111,0.19025111494383876
minilm,spectral,2,0.5,0.5737644444444444,0.18423848694208028
minilm,spectral,2,0.75,0.5794844444444445,0.17869284840392208
minilm,spectral,3,0.25,0.4144408333333333,0.1306034562039189
minilm,spectral,3,0.5,0.4210433333333333,0.13357196010619382
minilm,spectral,3,0.75,0.4284925,0.12483112435263438
minilm,spectral,4,0.25,0.3517390476190476,0.10357406151727529
minilm,spectral,4,0.5,0.3594538095238095,0.11097308613651385
minilm,spectral,4,0.75,0.3674109523809524,0.10600118814919376
minilm,spectral,5,0.25,0.30160396825396824,0.09307035928274322
minilm,spectral,5,0.5,0.3117126984126984,0.09704704447891209
minilm,spectral,5,0.75,0.325240873015873,0.08869583929586639
minilm,spectral,6,0.25,0.2734390476190476,0.07614058263795648
minilm,spectral,6,0.5,0.280032380952381,0.08337813442698293
minilm,spectral,6,0.75,0.29624809523809525,0.07719173494437695
minilm,spectral,7,0.25,0.25212249999999997,0.05414054145454765
minilm,spectral,7,0.5,0.25805666666666666,0.05752182740013552
minilm,spectral,7,0.75,0.2622325,0.06059607991661263
minilm,spectral,8,0.25,0.23683555555555558,0.04220114795700336
minilm,spectral,8,0.5,0.23778888888888888,0.04764259086832354
minilm,spectral,8,0.75,0.23871555555555557,0.050568297450781424
minilm,spectral,9,0.25,0.22281,0.016983223748419755
minilm,spectral,9,0.5,0.22734000000000001,0.029445059951637993
minilm,spectral,9,0.75,0.22742,0.024451530286125917
minilm,spectral,10,0.25,0.1953,
minilm,spectral,10,0.5,0.2174,
minilm,spectral,10,0.75,0.2174,
mpnet,dbscan,2,0.25,0.49050399999999994,0.11955215207877548
mpnet,dbscan,2,0.5,0.49953200000000003,0.11487170640907768
mpnet,dbscan,2,0.75,0.49953200000000003,0.11487170640907768
mpnet,dbscan,3,0.25,0.4048973684210526,0.08898918697399719
mpnet,dbscan,3,0.5,0.4092421052631579,0.0889899163178553
mpnet,dbscan,3,0.75,0.40823157894736845,0.08899872791457479
mpnet,dbscan,4,0.25,0.32784,0.07265804252013087
mpnet,dbscan,4,0.5,0.32704,0.07258533696868222
mpnet,dbscan,4,0.75,0.32704,0.07258533696868222
mpnet,dbscan,5,0.25,0.11958961038961038,0.07609122050541772
mpnet,dbscan,5,0.5,0.12269740259740258,0.08361765737416756
mpnet,dbscan,5,0.75,0.12268571428571429,0.08362889313459371
mpnet,dbscan,6,0.25,0.07978714285714285,0.04869730796781923
mpnet,dbscan,6,0.5,0.07981285714285714,0.048671415059481686
mpnet,dbscan,6,0.75,0.09605571428571429,0.04868817264263983
mpnet,hac,2,0.25,0.5515222222222222,0.19392248789949892
mpnet,hac,2,0.5,0.5643266666666666,0.18339184253693216
mpnet,hac,2,0.75,0.57018,0.1788219741937368
mpnet,hac,3,0.25,0.3860883333333333,0.14311001479048677
mpnet,hac,3,0.5,0.4052091666666667,0.13869606514495894
mpnet,hac,3,0.75,0.4132416666666667,0.13990701809231942
mpnet,hac,4,0.25,0.3340580952380952,0.11589470950019432
mpnet,hac,4,0.5,0.3439433333333333,0.11589835126591022
mpnet,hac,4,0.75,0.3501680952380953,0.11789587077432703
mpnet,hac,5,0.25,0.2869666666666667,0.0961336847241664
mpnet,hac,5,0.5,0.2955801587301587,0.10110386282857425
mpnet,hac,5,0.75,0.3024726190476191,0.10421236135530529
mpnet,hac,6,0.25,0.25675333333333333,0.08259676079085637
mpnet,hac,6,0.5,0.2641538095238095,0.08999687772235303
mpnet,hac,6,0.75,0.2659647619047619,0.09256158790860892
mpnet,hac,7,0.25,0.22520749999999998,0.07315494338454945
mpnet,hac,7,0.5,0.23691333333333334,0.07667867028183571
mpnet,hac,7,0.75,0.23803083333333333,0.07647800672026411
mpnet,hac,8,0.25,0.21026222222222224,0.05309777554358344
mpnet,hac,8,0.5,0.22374222222222223,0.05371786772696132
mpnet,hac,8,0.75,0.22517555555555555,0.051373702839432774
mpnet,hac,9,0.25,0.18109999999999998,0.05032388432278785
mpnet,hac,9,0.5,0.18969,0.047790153565120265
mpnet,hac,9,0.75,0.19593,0.04735612244824667
mpnet,hac,10,0.25,0.1734,
mpnet,hac,10,0.5,0.1734,
mpnet,hac,10,0.75,0.1734,
mpnet,hdbscan,2,0.25,0.44669166666666665,0.12487167296927247
mpnet,hdbscan,2,0.5,0.44459166666666666,0.12372119046878954
mpnet,hdbscan,2,0.75,0.44459166666666666,0.12372119046878954
mpnet,hdbscan,3,0.25,0.353825,0.058206579770429964
mpnet,hdbscan,3,0.5,0.35457222222222223,0.0590022498898431
mpnet,hdbscan,3,0.75,0.35457222222222223,0.0590022498898431
mpnet,hdbscan,4,0.25,0.35035625,0.07755939632522506
mpnet,hdbscan,4,0.5,0.35035625,0.07755939632522506
mpnet,hdbscan,4,0.75,0.35035625,0.07755939632522506
mpnet,hdbscan,5,0.25,0.2428107142857143,0.0407690181867965
mpnet,hdbscan,5,0.5,0.2497214285714286,0.04046064715564951
mpnet,hdbscan,5,0.75,0.24907142857142858,0.03994922571115284
mpnet,hdbscan,6,0.25,0.20205333333333333,0.01884098369689511
mpnet,hdbscan,6,0.5,0.20205333333333333,0.01884098369689511
mpnet,hdbscan,6,0.75,0.20205333333333333,0.01884098369689511
mpnet,hdbscan,7,0.25,0.20809999999999998,0.007350646230094321
mpnet,hdbscan,7,0.5,0.20809999999999998,0.007350646230094321
mpnet,hdbscan,7,0.75,0.20809999999999998,0.007350646230094321
mpnet,kmeans,2,0.25,0.571,0.21698132827084868
mpnet,kmeans,2,0.5,0.5863511111111112,0.2032444023854288
mpnet,kmeans,2,0.75,0.5938022222222222,0.19755079495121897
mpnet,kmeans,3,0.25,0.4007,0.14740491708159512
mpnet,kmeans,3,0.5,0.406665,0.14628820561084324
mpnet,kmeans,3,0.75,0.41978000000000004,0.13939337155551354
mpnet,kmeans,4,0.25,0.3312590476190477,0.12497137447943833
mpnet,kmeans,4,0.5,0.3438261904761905,0.12739690429775966
mpnet,kmeans,4,0.75,0.3487604761904762,0.12575748366732195
mpnet,kmeans,5,0.25,0.28751071428571434,0.09950194618752588
mpnet,kmeans,5,0.5,0.2960662698412698,0.10768461592607374
mpnet,kmeans,5,0.75,0.2999880952380952,0.10919142232932792
mpnet,kmeans,6,0.25,0.25650190476190476,0.08130226840641756
mpnet,kmeans,6,0.5,0.2653338095238095,0.08675311474772791
mpnet,kmeans,6,0.75,0.2678495238095238,0.0885155679263394
mpnet,kmeans,7,0.25,0.23414000000000001,0.07618292933911817
mpnet,kmeans,7,0.5,0.24033333333333334,0.0791995854896772
mpnet,kmeans,7,0.75,0.2413075,0.07862948872973269
mpnet,kmeans,8,0.25,0.2107622222222222,0.05184973169426894
mpnet,kmeans,8,0.5,0.21803777777777777,0.05479112108266221
mpnet,kmeans,8,0.75,0.2228288888888889,0.056530645840923495
mpnet,kmeans,9,0.25,0.20579999999999998,0.044540119243466576
mpnet,kmeans,9,0.5,0.21029,0.05784541564472599
mpnet,kmeans,9,0.75,0.21169,0.05768742304677665
mpnet,kmeans,10,0.25,0.1767,
mpnet,kmeans,10,0.5,0.1767,
mpnet,kmeans,10,0.75,0.1767,
mpnet,spectral,2,0.25,0.5616066666666667,0.2036223134763343
mpnet,spectral,2,0.5,0.5790466666666666,0.19038129157513925
mpnet,spectral,2,0.75,0.5864977777777778,0.18459250266574762
mpnet,spectral,3,0.25,0.42540333333333336,0.15535965913413466
mpnet,spectral,3,0.5,0.4460233333333334,0.15086660852762435
mpnet,spectral,3,0.75,0.45013333333333333,0.14971762796427582
