embedding,k,difference
bge,2,-1.111111111107288e-05
bge,2,-0.05063777777777778
bge,2,-0.06144000000000005
bge,2,0.02895111111111115
bge,2,-0.02167555555555556
bge,2,-0.03247777777777783
bge,2,0.04909555555555556
bge,2,-0.0015311111111111497
bge,2,-0.012333333333333418
bge,3,0.017123333333333324
bge,3,0.006084166666666668
bge,3,-0.006492500000000012
bge,3,0.03552416666666669
bge,3,0.024485000000000035
bge,3,0.011908333333333354
bge,3,0.04156333333333334
bge,3,0.030524166666666686
bge,3,0.017947500000000005
bge,4,0.005475714285714306
bge,4,-0.0066590476190475645
bge,4,-0.02029523809523809
bge,4,0.025602857142857094
bge,4,0.013468095238095223
bge,4,-0.00016809523809530047
bge,4,0.03588000000000002
bge,4,0.023745238095238153
bge,4,0.010109047619047629
bge,5,0.026854365079365117
bge,5,-0.0026634920634920345
bge,5,-0.016870634920634897
bge,5,0.04875912698412699
bge,5,0.019241269841269837
bge,5,0.005034126984126974
bge,5,0.05992023809523811
bge,5,0.03040238095238096
bge,5,0.016195238095238096
bge,6,0.022615238095238105
bge,6,-0.0037123809523809392
bge,6,-0.013561428571428558
bge,6,0.049210000000000004
bge,6,0.02288238095238096
bge,6,0.013033333333333341
bge,6,0.057510476190476195
bge,6,0.03118285714285715
bge,6,0.021333809523809533
bge,7,0.024724166666666658
bge,7,-0.009143333333333337
bge,7,-0.016305000000000014
bge,7,0.049166666666666664
bge,7,0.01529916666666667
bge,7,0.008137499999999992
bge,7,0.055475
bge,7,0.0216075
bge,7,0.014445833333333324
bge,8,0.02915999999999999
bge,8,0.0018688888888888644
bge,8,-0.004855555555555557
bge,8,0.05145555555555559
bge,8,0.02416444444444446
bge,8,0.01744000000000004
bge,8,0.05928666666666668
bge,8,0.031995555555555555
bge,8,0.025271111111111133
bge,9,0.00877
bge,9,-0.012229999999999991
bge,9,-0.019529999999999992
bge,9,0.049689999999999956
bge,9,0.028689999999999966
bge,9,0.021389999999999965
bge,9,0.06042
bge,9,0.03942000000000001
bge,9,0.03212000000000001
bge,10,0.04929999999999998
bge,10,0.04929999999999998
bge,10,0.04099999999999998
bge,10,0.04929999999999998
bge,10,0.04929999999999998
bge,10,0.04099999999999998
bge,10,0.04929999999999998
bge,10,0.04929999999999998
bge,10,0.04099999999999998
e5,2,0.04021777777777774
e5,2,0.02178000000000002
e5,2,0.016091111111111167
e5,2,0.04257777777777777
e5,2,0.02414000000000005
e5,2,0.018451111111111196
e5,2,0.04993111111111109
e5,2,0.03149333333333337
e5,2,0.02580444444444452
e5,3,0.005114166666666586
e5,3,-0.0006733333333333591
e5,3,-0.0027341666666666486
e5,3,0.013479166666666653
e5,3,0.007691666666666708
e5,3,0.005630833333333418
e5,3,0.013945833333333268
e5,3,0.008158333333333323
e5,3,0.0060975000000000334
e5,4,-0.006707142857142856
e5,4,-0.020449523809523806
e5,4,-0.024744761904761936
e5,4,0.010267619047619025
e5,4,-0.003474761904761925
e5,4,-0.007770000000000055
e5,4,0.015427619047619023
e5,4,0.001685238095238073
e5,4,-0.0026100000000000567
e5,5,0.009444444444444478
e5,5,-0.013763888888888853
e5,5,-0.02013055555555554
e5,5,0.02631111111111112
e5,5,0.0031027777777777876
e5,5,-0.0032638888888888995
e5,5,0.028855952380952343
e5,5,0.0056476190476190125
e5,5,-0.0007190476190476747
e5,6,0.009065238095238098
e5,6,-0.01900047619047618
e5,6,-0.03229095238095234
e5,6,0.027374285714285684
e5,6,-0.0006914285714285928
e5,6,-0.013981904761904751
e5,6,0.0343647619047619
e5,6,0.006299047619047621
e5,6,-0.006991428571428537
e5,7,0.021339166666666687
e5,7,-0.011856666666666654
e5,7,-0.028683333333333283
e5,7,0.04598333333333335
e5,7,0.012787500000000007
e5,7,-0.0040391666666666215
e5,7,0.049754999999999994
e5,7,0.016559166666666653
e5,7,-0.0002674999999999761
e5,8,0.03164222222222221
e5,8,-0.0004666666666666708
