method,robustness_ratio
bge,0.5883454734651405
e5,0.7101196608289088
fasttext_pretrained,0.6284233900814211
glove_pretrained,1.6906729634002362
gte,0.755438975466749
instructor,9.092936802973979
minilm,1.28266438941076
mpnet,7.497975708502024
sbert,0.6481654890610369
sroberta,15.497076023391813
w2v_pretrained,4.258620689655173
w2v_self,2.9034229828850857
