method,robustness_ratio
bge,0.29041590425794966
e5,0.2979226482013173
fasttext_pretrained,0.19984241726906624
glove_pretrained,0.10586636734211616
gte,0.30644924342588514
instructor,0.24961019724019648
minilm,0.592152466367713
mpnet,0.2981688874356249
sbert,0.39481942146402693
sroberta,0.46712595144174685
w2v_pretrained,0.04047906653987509
w2v_self,0.20023496841884866
