method,robustness_ratio
bge,0.3227060140965681
e5,0.20721296679327592
fasttext_pretrained,0.28104828366061657
glove_pretrained,0.32607798029847224
gte,0.027295223335916212
instructor,0.246713563420532
logistic_regression,0.6930895537976945
minilm,0.3515811756202081
mpnet,0.2919945770109233
sbert,0.34516097545939783
sroberta,0.3591041539047367
w2v_pretrained,0.30946807651949304
w2v_self,0.1994163391754876
