embedding,clustering,k,mean,std
glove_pretrained,kmeans,5,0.2811025252525252,0.08787594401180837
glove_pretrained,kmeans,6,0.24873993506493508,0.06864501756111258
glove_pretrained,kmeans,7,0.22213118686868685,0.05900617572174215
glove_pretrained,kmeans,8,0.1998367676767677,0.05340312108629662
glove_pretrained,kmeans,9,0.1787068181818182,0.041614128691164286
glove_pretrained,kmeans,10,0.1665818181818182,0.03759070224277401
glove_pretrained,kmeans,11,0.15210833333333332,0.025114083637865367
glove_pretrained,kmeans,12,0.1253,
glove_pretrained,spectral,2,0.6241984848484848,0.16362431499996402
glove_pretrained,spectral,3,0.4471,0.14524658076438254
glove_pretrained,spectral,4,0.35442949494949494,0.13273445874072715
glove_pretrained,spectral,5,0.28751729797979797,0.1287187235857294
glove_pretrained,spectral,6,0.23830670995670997,0.1206366944421774
glove_pretrained,spectral,7,0.20182992424242424,0.10694409695996958
glove_pretrained,spectral,8,0.17336222222222222,0.09467686749130809
glove_pretrained,spectral,9,0.14357863636363635,0.08563735021330739
glove_pretrained,spectral,10,0.12627878787878788,0.06762277384966948
glove_pretrained,spectral,11,0.11609166666666666,0.05357856522449208
glove_pretrained,spectral,12,0.146,
gte,dbscan,2,0.38101904761904765,0.22454926768762265
gte,dbscan,3,0.3128228571428571,0.12385065979950655
gte,dbscan,4,0.2337686274509804,0.08715858303161216
gte,dbscan,5,0.21054653465346534,0.06400414137281499
gte,dbscan,6,0.14654904109589043,0.036779281978706245
gte,dbscan,7,0.14363268292682926,0.028999689909125628
gte,dbscan,8,0.12410755555555555,0.02779251546501352
gte,dbscan,9,0.059107575757575755,0.05995732151508608
gte,dbscan,10,0.11366000000000001,0.016624169152171187
gte,dbscan,11,0.07076666666666666,0.05130168938089011
gte,dbscan,12,0.0104,
gte,hac,2,0.6743833333333333,0.19636269862236158
gte,hac,3,0.4744490909090909,0.15644325199592404
gte,hac,4,0.37881373737373736,0.12685324817298196
gte,hac,5,0.3203948232323232,0.11643707257356203
gte,hac,6,0.2821905844155844,0.10370444548375223
gte,hac,7,0.2512742424242424,0.08942721337047188
gte,hac,8,0.22721272727272726,0.07692456462897039
gte,hac,9,0.20611954545454544,0.0633788365479114
gte,hac,10,0.18711666666666668,0.05154900158201481
gte,hac,11,0.17251666666666665,0.044800666255868295
gte,hac,12,0.164,
gte,hdbscan,2,0.5274260869565218,0.1691479200578694
gte,hdbscan,3,0.31646296296296295,0.12315870003710169
gte,hdbscan,4,0.2169169230769231,0.0617004782292242
gte,hdbscan,5,0.1736915789473684,0.0614507702341803
gte,hdbscan,6,0.14807272727272727,0.06003038955774438
gte,hdbscan,7,0.12788333333333332,0.02101288696109405
gte,hdbscan,8,0.11542000000000001,0.01722496984632764
gte,hdbscan,9,0.10474000000000001,0.015343272141235062
gte,kmeans,2,0.6725257575757575,0.19600609041605435
gte,kmeans,3,0.48465681818181816,0.16823981171392685
gte,kmeans,4,0.3869955555555556,0.1364274267650357
gte,kmeans,5,0.33488446969696967,0.11741086448272407
gte,kmeans,6,0.2932372294372294,0.09978905529772655
gte,kmeans,7,0.2648621212121212,0.08629802375908503
gte,kmeans,8,0.23887070707070707,0.07469716736431226
gte,kmeans,9,0.2157959090909091,0.06134023485781412
gte,kmeans,10,0.20203939393939394,0.051054552660064985
gte,kmeans,11,0.186675,0.026842575577547753
gte,kmeans,12,0.1937,
gte,spectral,2,0.7112484848484848,0.20356488305465067
gte,spectral,3,0.5090404545454545,0.18815618293820327
gte,spectral,4,0.39556222222222226,0.15995962144562437
gte,spectral,5,0.3133943181818182,0.13978812097837467
gte,spectral,6,0.2655309523809524,0.1248601134269298
gte,spectral,7,0.21937285353535355,0.1138716631085349
gte,spectral,8,0.18020626262626263,0.09981602662511888
gte,spectral,9,0.15831499999999998,0.08150631822723262
gte,spectral,10,0.1624818181818182,0.055147008870949525
gte,spectral,11,0.162575,0.044495334280430725
gte,spectral,12,0.1294,
instructor,dbscan,2,0.5054444444444445,0.16033039865236456
instructor,dbscan,3,0.10774090909090908,0.04715272712499962
instructor,dbscan,4,0.09713492063492064,0.03198050897701729
instructor,dbscan,5,0.10663882783882785,0.05582353987793446
instructor,dbscan,6,0.08798225108225108,0.04553322901437821
instructor,hac,2,0.6530121212121212,0.20069383610568575
instructor,hac,3,0.45095863636363637,0.13990114438075638
instructor,hac,4,0.3639959595959596,0.11482932865990375
instructor,hac,5,0.30842108585858585,0.1035286990501261
instructor,hac,6,0.26810844155844155,0.0944869170932885
instructor,hac,7,0.23463295454545452,0.08268649418719395
instructor,hac,8,0.21060545454545457,0.07235870575212726
instructor,hac,9,0.191815,0.0597933740659597
instructor,hac,10,0.17788030303030303,0.05135782232292284
instructor,hac,11,0.166475,0.03265859555517296
instructor,hac,12,0.1247,
instructor,hdbscan,2,0.48722045454545454,0.16314779656915374
instructor,hdbscan,3,0.272578,0.10070536942141181
