method,robustness_ratio
bge,2.0523267425604153
e5,1.490588629723646
fasttext_pretrained,0.739652870493992
glove_pretrained,1.2601398105106278
gte,1.1429034611331765
instructor,1.5646766169154227
logistic_regression,0.759879175109078
minilm,1.282161989286
mpnet,1.369163529360855
sbert,0.22895889078083193
sroberta,0.22370084903956164
w2v_pretrained,1.3673314050844876
w2v_self,1.300851017202966
