k,class_subset,embedding,clustering,precision,recall,f1,alpha
3,"[0, 6, 9]",sbert,hdbscan,0.5408,0.4256,0.3473,
3,"[0, 7, 8]",sbert,kmeans,0.4167,0.5167,0.3958,
3,"[0, 7, 8]",sbert,hac,0.3444,0.3333,0.3036,
3,"[0, 7, 8]",sbert,spectral,0.5083,0.8333,0.4868,
3,"[0, 7, 9]",sbert,kmeans,0.4405,0.3364,0.3716,
3,"[0, 7, 9]",sbert,hac,0.4722,0.35,0.3903,
3,"[0, 7, 9]",sbert,spectral,0.4858,0.5015,0.4279,
3,"[0, 7, 9]",sbert,hdbscan,0.4259,0.3621,0.3031,
3,"[0, 8, 9]",sbert,kmeans,0.5024,0.3985,0.4389,
3,"[0, 8, 9]",sbert,hac,0.5881,0.6333,0.4238,
3,"[0, 8, 9]",sbert,spectral,0.4525,0.3182,0.3707,
3,"[0, 8, 9]",sbert,hdbscan,0.431,0.3621,0.3072,
3,"[1, 2, 3]",sbert,kmeans,0.3033,0.2124,0.2119,
3,"[1, 2, 3]",sbert,hac,0.2984,0.2115,0.2014,
3,"[1, 2, 3]",sbert,spectral,0.3732,0.29,0.2095,
3,"[1, 2, 4]",sbert,kmeans,0.2647,0.1811,0.2006,
3,"[1, 2, 4]",sbert,hac,0.3694,0.2946,0.2494,
3,"[1, 2, 4]",sbert,spectral,0.3442,0.2932,0.267,
3,"[1, 2, 5]",sbert,kmeans,0.339,0.2439,0.2185,
3,"[1, 2, 5]",sbert,hac,0.3187,0.2445,0.2278,
3,"[1, 2, 5]",sbert,spectral,0.3584,0.3084,0.267,
3,"[1, 2, 6]",sbert,kmeans,0.2396,0.4137,0.1944,
3,"[1, 2, 6]",sbert,hac,0.2377,0.4296,0.2006,
3,"[1, 2, 6]",sbert,spectral,0.3692,0.3008,0.2331,
3,"[1, 2, 7]",sbert,kmeans,0.276,0.1811,0.2035,
3,"[1, 2, 7]",sbert,hac,0.2978,0.213,0.2296,
3,"[1, 2, 7]",sbert,spectral,0.3697,0.3064,0.2655,
3,"[1, 2, 8]",sbert,kmeans,0.2798,0.1772,0.2005,
3,"[1, 2, 8]",sbert,hac,0.3706,0.3033,0.2706,
3,"[1, 2, 8]",sbert,spectral,0.3702,0.3064,0.266,
3,"[1, 2, 9]",sbert,kmeans,0.383,0.3672,0.3277,
3,"[1, 2, 9]",sbert,hac,0.4135,0.417,0.4062,
3,"[1, 2, 9]",sbert,spectral,0.4658,0.4772,0.3872,
3,"[1, 3, 4]",sbert,kmeans,0.3895,0.448,0.2735,
3,"[1, 3, 4]",sbert,hac,0.2901,0.2258,0.2174,
3,"[1, 3, 4]",sbert,spectral,0.3899,0.4181,0.2319,
3,"[1, 3, 5]",sbert,kmeans,0.3653,0.5098,0.2042,
3,"[1, 3, 5]",sbert,hac,0.3725,0.5216,0.22,
3,"[1, 3, 5]",sbert,spectral,0.4114,0.7184,0.273,
