embedding,clustering,k,alpha,mean,std
sbert,spectral,3,0.5,0.44784999999999997,0.12948694700410712
sbert,spectral,3,0.75,0.45217999999999997,0.12829202625260855
sbert,spectral,4,0.25,0.31586,0.07505133576426208
sbert,spectral,4,0.5,0.32321999999999995,0.07740004521962504
sbert,spectral,4,0.75,0.34258,0.0724844948937357
sbert,spectral,5,0.25,0.2915,
sbert,spectral,5,0.5,0.2915,
sbert,spectral,5,0.75,0.2915,
sroberta,dbscan,2,0.25,0.33923000000000003,0.06155685808890653
sroberta,dbscan,2,0.5,0.33923000000000003,0.06155685808890653
sroberta,dbscan,2,0.75,0.33222,0.054998985849235835
sroberta,dbscan,3,0.25,0.15866666666666665,0.02950022598783495
sroberta,dbscan,3,0.5,0.15866666666666665,0.02950022598783495
sroberta,dbscan,3,0.75,0.15833333333333333,0.029721428857531946
sroberta,dbscan,4,0.25,0.1049,
sroberta,dbscan,4,0.5,0.1049,
sroberta,dbscan,4,0.75,0.1049,
sroberta,dbscan,5,0.25,0.0742,
sroberta,dbscan,5,0.5,0.0743,
sroberta,dbscan,5,0.75,0.0743,
sroberta,hac,2,0.25,0.7075400000000001,0.12454447844489579
sroberta,hac,2,0.5,0.70564,0.12916740386886402
sroberta,hac,2,0.75,0.70564,0.12916740386886402
sroberta,hac,3,0.25,0.59385,0.0867747563138805
sroberta,hac,3,0.5,0.59206,0.09083528682914663
sroberta,hac,3,0.75,0.59206,0.09083528682914663
sroberta,hac,4,0.25,0.4953,0.07661553367300913
sroberta,hac,4,0.5,0.48646,0.07909344473469337
