method,robustness_ratio
bge,0.3096633656436995
e5,0.08421940137711367
fasttext_pretrained,0.1938765286266486
glove_pretrained,0.22666406972780836
gte,0.020562132034496177
instructor,0.2712464277863266
minilm,0.32964973938788505
mpnet,0.3467165618483198
sbert,0.2856510345608715
sroberta,0.3375375450228697
w2v_pretrained,0.2627219194937599
w2v_self,0.20507691384449203
