method,robustness_ratio
bge,1.9548631915318553
e5,1.3804569942411296
fasttext_pretrained,0.7528916929547844
glove_pretrained,1.1758679567444508
gte,1.1429034611331765
instructor,0.5646766169154228
logistic_regression,0.759879175109078
minilm,1.087071240105541
mpnet,1.3985460210307672
sbert,0.22895889078083193
sroberta,0.2187306547180379
w2v_pretrained,1.3268381793271427
w2v_self,1.0086197450600827
