method,robustness_ratio
bge,0.5138397502601457
e5,0.6940055762081786
fasttext_pretrained,0.6762184115523465
glove_pretrained,0.7151885401306088
gte,0.755438975466749
instructor,10.353159851301116
logistic_regression,0.8297033420953811
minilm,1.28266438941076
mpnet,12.538461538461538
sbert,0.5193524250051017
sroberta,15.497076023391813
w2v_pretrained,6.7521551724137945
w2v_self,0.41351721233814087
